Country,Continent,Year,GDP_per_capita,life_expectancy,Population
Lithuania,Europe,1986,13194,72.33,3593334
Lithuania,Europe,1987,13252,72.14,3626602
Lithuania,Europe,1988,13427,71.98,3657818
Lithuania,Europe,1989,13561,71.66,3682059
Lithuania,Europe,1990,13148,71.37,3695890
Lithuania,Europe,1991,12374,70.55,3698095
Lithuania,Europe,1992,9744,70.4,3689943
Lithuania,Europe,1993,8190,69.01,3673606
Lithuania,Europe,1994,7406,68.58,3652438
Lithuania,Europe,1995,7804,69.02,3629104
Lithuania,Europe,1996,8183,70.15,3604044
Lithuania,Europe,1997,8765,70.99,3577128
Lithuania,Europe,1998,9413,71.32,3549816
Lithuania,Europe,1999,9260,71.71,3523732
Lithuania,Europe,2000,9632,72.18,3500028
Lithuania,Europe,2001,10272,71.79,3479622
Lithuania,Europe,2002,11009,71.98,3462402
Lithuania,Europe,2003,12120,72.24,3447170
Lithuania,Europe,2004,13049,72.23,3432060
Lithuania,Europe,2005,14085,71.7,3415748
Lithuania,Europe,2006,15275,71.47,3397895
Lithuania,Europe,2007,16864,71.39,3379043
Lithuania,Europe,2008,17445,71.84,3359799
Lithuania,Europe,2009,14938,71.526,3341097
Lithuania,Europe,2010,15408,71.631,3323611
Lithuania,Europe,2011,17693,71.777,3307481
Lithuania,Europe,2012,18470,71.942,3292454
Luxembourg,Europe,1950,14555,65.248,296001
Luxembourg,Europe,1951,13543,65.42,297212
Luxembourg,Europe,1952,14326,65.761,299060
Luxembourg,Europe,1953,14733,66.092,301140
Luxembourg,Europe,1954,14468,66.415,303172
Luxembourg,Europe,1955,15026,66.73,305000
Luxembourg,Europe,1956,15697,67.035,306598
Luxembourg,Europe,1957,16546,67.333,308067
Luxembourg,Europe,1958,16587,67.622,309611
Luxembourg,Europe,1959,16546,67.903,311508
Luxembourg,Europe,1960,17087,69.07,314002
Luxembourg,Europe,1961,17621,69.57,317204
Luxembourg,Europe,1962,17714,68.67,320992
Luxembourg,Europe,1963,17789,68.89,324974
Luxembourg,Europe,1964,19273,69.07,328603
Luxembourg,Europe,1965,19349,69.4,331505
Luxembourg,Europe,1966,19340,69.31,333465
Luxembourg,Europe,1967,19163,69.69,334657
Luxembourg,Europe,1968,19990,70.28,335573
Luxembourg,Europe,1969,22105,69.84,336922
Luxembourg,Europe,1970,22299,69.58,339184
Luxembourg,Europe,1971,22668,69.47,342560
Luxembourg,Europe,1972,23883,70.71,346805
Luxembourg,Europe,1973,25579,70.47,351409
Luxembourg,Europe,1974,26442,70.55,355635
Luxembourg,Europe,1975,24455,70.5,358956
Luxembourg,Europe,1976,24917,70.45,361239
Luxembourg,Europe,1977,25282,71.75,362669
Luxembourg,Europe,1978,26202,71.71,363435
Luxembourg,Europe,1979,26887,72.4,363846
Luxembourg,Europe,1980,27022,72.57,364158
Luxembourg,Europe,1981,26827,72.38,364405
Luxembourg,Europe,1982,27078,72.47,364589
Luxembourg,Europe,1983,27877,73.35,364897
Luxembourg,Europe,1984,29606,73.11,365550
Luxembourg,Europe,1985,30435,73.68,366716
Luxembourg,Europe,1986,33356,74.61,368467
Luxembourg,Europe,1987,34519,74.15,370806
Luxembourg,Europe,1988,37374,74.75,373733
Luxembourg,Europe,1989,40737,74.68,377218
Luxembourg,Europe,1990,42468,75.39,381225
Luxembourg,Europe,1991,45751,75.47,385755
Luxembourg,Europe,1992,45854,75.16,390778
Luxembourg,Europe,1993,47056,75.74,396179
Luxembourg,Europe,1994,48284,76.36,401804
Luxembourg,Europe,1995,48165,76.47,407522
Luxembourg,Europe,1996,49006,76.49,413377
Luxembourg,Europe,1997,52623,76.81,419355
Luxembourg,Europe,1998,55789,77,425216
Luxembourg,Europe,1999,59350,77.67,430650
Luxembourg,Europe,2000,63924,77.82,435491
Luxembourg,Europe,2001,63933,77.95,439509
Luxembourg,Europe,2002,64421,78.08,442882
Luxembourg,Europe,2003,65308,77.96,446340
Luxembourg,Europe,2004,67283,79.26,450888
Luxembourg,Europe,2005,70014,79.56,457197
Luxembourg,Europe,2006,72350,79.44,465586
Luxembourg,Europe,2007,75865,79.358,475714
Luxembourg,Europe,2008,73999,79.563,486781
Luxembourg,Europe,2009,69702,79.81,497637
Luxembourg,Europe,2010,70403,80.004,507448
Luxembourg,Europe,2011,69929,80.191,515941
Luxembourg,Europe,2012,68706,80.371,523362
"Macao, China",Asia,1950,2170,59.987,196482
"Macao, China",Asia,1951,2323,60.254,195949
"Macao, China",Asia,1952,2486,60.786,193741
"Macao, China",Asia,1953,2661,61.316,190284
"Macao, China",Asia,1954,2848,61.843,186029
"Macao, China",Asia,1955,3049,62.368,181445
"Macao, China",Asia,1956,3263,62.89,177036
"Macao, China",Asia,1957,3493,63.408,173324
"Macao, China",Asia,1958,3738,63.923,170837
"Macao, China",Asia,1959,4002,64.431,170081
"Macao, China",Asia,1960,4283,64.931,171450
"Macao, China",Asia,1961,4584,65.421,175129
"Macao, China",Asia,1962,4907,65.899,181020
"Macao, China",Asia,1963,5252,66.363,188698
"Macao, China",Asia,1964,5622,66.812,197519
"Macao, China",Asia,1965,6017,67.244,206906
"Macao, China",Asia,1966,6441,67.66,216869
"Macao, China",Asia,1967,6894,68.062,227256
"Macao, China",Asia,1968,7379,68.451,237127
"Macao, China",Asia,1969,7898,68.829,245308
"Macao, China",Asia,1970,8453,69.198,250995
"Macao, China",Asia,1971,8844,69.559,253879
"Macao, China",Asia,1972,9344,69.914,254280
"Macao, China",Asia,1973,9940,70.264,252843
"Macao, China",Asia,1974,10612,70.61,250548
"Macao, China",Asia,1975,11341,70.952,248211
"Macao, China",Asia,1976,12107,71.289,245913
"Macao, China",Asia,1977,12941,71.62,243725
"Macao, China",Asia,1978,13808,71.944,242455
"Macao, China",Asia,1979,14512,72.261,243067
"Macao, China",Asia,1980,15216,72.571,246230
"Macao, China",Asia,1981,15839,72.875,252251
"Macao, China",Asia,1982,15857,73.172,260913
"Macao, China",Asia,1983,16721,73.463,271665
"Macao, China",Asia,1984,17366,73.749,283662
"Macao, China",Asia,1985,16718,74.03,296210
"Macao, China",Asia,1986,17059,74.305,309212
"Macao, China",Asia,1987,18702,74.576,322637
"Macao, China",Asia,1988,19354,74.842,335931
"Macao, China",Asia,1989,19597,75.104,348443
"Macao, China",Asia,1990,20495,75.36,359709
"Macao, China",Asia,1991,20688,75.611,369493
"Macao, China",Asia,1992,22917,75.857,377886
"Macao, China",Asia,1993,23655,76.097,385193
"Macao, China",Asia,1994,24247,76.331,391906
"Macao, China",Asia,1995,24653,76.56,398426
"Macao, China",Asia,1996,24188,76.782,404808
"Macao, China",Asia,1997,23790,76.999,411050
"Macao, China",Asia,1998,22405,77.212,417435
"Macao, China",Asia,1999,21586,77.42,424292
"Macao, China",Asia,2000,22513,77.627,431867
"Macao, China",Asia,2001,22827,77.833,440265
"Macao, China",Asia,2002,24755,78.04,449472
"Macao, China",Asia,2003,27843,78.248,459456
"Macao, China",Asia,2004,35261,78.458,470127
"Macao, China",Asia,2005,37256,78.671,481390
"Macao, China",Asia,2006,41606,78.886,493267
"Macao, China",Asia,2007,46419,79.103,505709
"Macao, China",Asia,2008,46785,79.32,518463
"Macao, China",Asia,2009,46451,79.538,531195
"Macao, China",Asia,2010,57657,79.754,543656
"Macao, China",Asia,2011,68102,79.971,555731
"Macao, China",Asia,2012,73122,80.186,567441
"Macedonia, FYR",Europe,1950,2041,53.042,1229700
"Macedonia, FYR",Europe,1951,2094,53.527,1266781
"Macedonia, FYR",Europe,1952,1906,54.477,1297548
"Macedonia, FYR",Europe,1953,2162,55.386,1322002
"Macedonia, FYR",Europe,1954,2253,56.252,1340508
"Macedonia, FYR",Europe,1955,2365,57.076,1353798
"Macedonia, FYR",Europe,1956,2292,57.859,1363000
"Macedonia, FYR",Europe,1957,2651,58.603,1369605
"Macedonia, FYR",Europe,1958,2737,59.31,1375395
"Macedonia, FYR",Europe,1959,3045,59.985,1382299
"Macedonia, FYR",Europe,1960,3207,60.633,1391996
"Macedonia, FYR",Europe,1961,3318,61.259,1405483
"Macedonia, FYR",Europe,1962,3347,61.87,1422698
"Macedonia, FYR",Europe,1963,3660,62.469,1442355
"Macedonia, FYR",Europe,1964,3973,63.06,1462410
"Macedonia, FYR",Europe,1965,4041,63.642,1481397
"Macedonia, FYR",Europe,1966,4218,64.216,1498995
"Macedonia, FYR",Europe,1967,4253,64.775,1515804
"Macedonia, FYR",Europe,1968,4306,65.313,1532371
"Macedonia, FYR",Europe,1969,4750,65.824,1549553
"Macedonia, FYR",Europe,1970,4941,66.301,1567968
"Macedonia, FYR",Europe,1971,5462,66.736,1587484
"Macedonia, FYR",Europe,1972,5599,67.128,1607799
"Macedonia, FYR",Europe,1973,5738,67.473,1629127
"Macedonia, FYR",Europe,1974,6421,67.772,1651721
"Macedonia, FYR",Europe,1975,6364,68.02,1675598
"Macedonia, FYR",Europe,1976,6499,68.212,1701231
"Macedonia, FYR",Europe,1977,6908,68.354,1728165
"Macedonia, FYR",Europe,1978,7226,68.461,1754389
"Macedonia, FYR",Europe,1979,7657,68.548,1777205
"Macedonia, FYR",Europe,1980,7979,68.639,1794830
"Macedonia, FYR",Europe,1981,8072,68.763,1806228
"Macedonia, FYR",Europe,1982,8079,68.935,1812327
"Macedonia, FYR",Europe,1983,8103,69.161,1815719
"Macedonia, FYR",Europe,1984,8262,69.44,1820117
"Macedonia, FYR",Europe,1985,8286,69.759,1828148
"Macedonia, FYR",Europe,1986,8582,70.091,1840767
"Macedonia, FYR",Europe,1987,8446,70.411,1857034
"Macedonia, FYR",Europe,1988,8290,70.696,1875387
"Macedonia, FYR",Europe,1989,8150,70.94,1893409
"Macedonia, FYR",Europe,1990,7527,71.146,1909353
"Macedonia, FYR",Europe,1991,7498,71.325,1922774
"Macedonia, FYR",Europe,1992,6964,71.496,1934265
"Macedonia, FYR",Europe,1993,6410,71.674,1944343
"Macedonia, FYR",Europe,1994,6267,71.867,1953874
"Macedonia, FYR",Europe,1995,6167,72.077,1963484
"Macedonia, FYR",Europe,1996,6208,72.304,1973283
"Macedonia, FYR",Europe,1997,6266,72.541,1982994
"Macedonia, FYR",Europe,1998,6447,72.78,1992404
"Macedonia, FYR",Europe,1999,6698,73.017,2001178
"Macedonia, FYR",Europe,2000,6976,73.244,2009091
"Macedonia, FYR",Europe,2001,6637,73.453,2016075
"Macedonia, FYR",Europe,2002,6676,73.641,2022255
"Macedonia, FYR",Europe,2003,6848,73.808,2027819
"Macedonia, FYR",Europe,2004,7113,73.955,2033039
"Macedonia, FYR",Europe,2005,7393,74.085,2038109
"Macedonia, FYR",Europe,2006,7749,74.206,2043091
"Macedonia, FYR",Europe,2007,8206,74.327,2047922
"Macedonia, FYR",Europe,2008,8602,74.452,2052524
"Macedonia, FYR",Europe,2009,8506,74.587,2056769
"Macedonia, FYR",Europe,2010,8733,74.731,2060563
"Macedonia, FYR",Europe,2011,8963,74.884,2063893
"Macedonia, FYR",Europe,2012,8919,75.041,2066785
Madagascar,Africa,1950,1384,35.349,4083554
Madagascar,Africa,1951,1414,35.591,4168939
Madagascar,Africa,1952,1443,36.076,4258186
Madagascar,Africa,1953,1472,36.561,4351132
Madagascar,Africa,1954,1501,37.047,4447673
Madagascar,Africa,1955,1531,37.533,4547759
Madagascar,Africa,1956,1560,38.02,4651404
Madagascar,Africa,1957,1589,38.506,4758677
Madagascar,Africa,1958,1619,38.993,4869698
Madagascar,Africa,1959,1647,39.478,4984631
Madagascar,Africa,1960,1638,39.962,5103652
Madagascar,Africa,1961,1639,40.444,5226922
Madagascar,Africa,1962,1643,40.924,5354559
Madagascar,Africa,1963,1595,41.401,5486625
Madagascar,Africa,1964,1624,41.876,5623161
Madagascar,Africa,1965,1583,42.351,5764278
Madagascar,Africa,1966,1582,42.828,5909996
Madagascar,Africa,1967,1634,43.31,6060590
Madagascar,Africa,1968,1708,43.796,6216739
Madagascar,Africa,1969,1734,44.283,6379309
Madagascar,Africa,1970,1784,44.771,6548922
Madagascar,Africa,1971,1813,45.257,6725666
Madagascar,Africa,1972,1749,45.735,6909376
Madagascar,Africa,1973,1664,46.203,7100076
Madagascar,Africa,1974,1658,46.656,7297711
Madagascar,Africa,1975,1639,47.094,7502097
Madagascar,Africa,1976,1547,47.517,7713983
Madagascar,Africa,1977,1544,47.926,7933128
Madagascar,Africa,1978,1465,48.317,8157215
Madagascar,Africa,1979,1566,48.683,8383124
Madagascar,Africa,1980,1536,49.005,8608964
Madagascar,Africa,1981,1365,49.26,8833875
Madagascar,Africa,1982,1303,49.442,9059559
Madagascar,Africa,1983,1277,49.56,9289882
Madagascar,Africa,1984,1196,49.634,9530197
Madagascar,Africa,1985,1189,49.694,9784559
Madagascar,Africa,1986,1163,49.781,10054543
Madagascar,Africa,1987,1155,49.932,10339739
Madagascar,Africa,1988,1140,50.176,10639804
Madagascar,Africa,1989,1153,50.53,10953663
Madagascar,Africa,1990,1163,51.003,11280625
Madagascar,Africa,1991,1059,51.595,11620718
Madagascar,Africa,1992,1041,52.278,11974724
Madagascar,Africa,1993,1032,53.022,12343496
Madagascar,Africa,1994,1002,53.808,12728117
Madagascar,Africa,1995,989,54.616,13129227
Madagascar,Africa,1996,980,55.43,13547271
Madagascar,Africa,1997,986,56.239,13981666
Madagascar,Africa,1998,994,57.028,14430739
Madagascar,Africa,1999,1010,57.782,14892172
Madagascar,Africa,2000,1027,58.485,15364272
Madagascar,Africa,2001,1056,59.129,15846412
Madagascar,Africa,2002,895,59.717,16338968
Madagascar,Africa,2003,953,60.256,16842482
Madagascar,Africa,2004,974,60.752,17357913
Madagascar,Africa,2005,988,61.212,17885967
Madagascar,Africa,2006,1010,61.649,18426870
Madagascar,Africa,2007,1044,62.075,18980391
Madagascar,Africa,2008,1089,62.503,19546282
Madagascar,Africa,2009,1017,62.937,20124150
Madagascar,Africa,2010,995,63.38,20713819
Madagascar,Africa,2011,988,63.83,21315135
Madagascar,Africa,2012,981,64.28,21928518
Malawi,Africa,1950,352,36.024,2880700
Malawi,Africa,1951,361,36.091,2930156
Malawi,Africa,1952,369,36.232,2984164
Malawi,Africa,1953,377,36.39,3041877
Malawi,Africa,1954,386,36.563,3102675
Malawi,Africa,1955,385,36.752,3166157
Malawi,Africa,1956,409,36.955,3232162
Malawi,Africa,1957,416,37.171,3300751
Malawi,Africa,1958,422,37.396,3372183
Malawi,Africa,1959,427,37.627,3446871
Malawi,Africa,1960,429,37.857,3525246
Malawi,Africa,1961,440,38.081,3607612
Malawi,Africa,1962,428,38.296,3694022
Malawi,Africa,1963,409,38.504,3784224
Malawi,Africa,1964,390,38.71,3877813
Malawi,Africa,1965,432,38.928,3974682
Malawi,Africa,1966,463,39.179,4074649
Malawi,Africa,1967,496,39.475,4178378
Malawi,Africa,1968,477,39.821,4287627
Malawi,Africa,1969,494,40.214,4404709
Malawi,Africa,1970,489,40.64,4531280
Malawi,Africa,1971,545,41.08,4667889
Malawi,Africa,1972,585,41.511,4814073
Malawi,Africa,1973,616,41.919,4969175
Malawi,Africa,1974,639,42.298,5132087
Malawi,Africa,1975,644,42.651,5301861
Malawi,Africa,1976,650,42.99,5481074
Malawi,Africa,1977,663,43.33,5670199
Malawi,Africa,1978,704,43.681,5863933
Malawi,Africa,1979,716,44.044,6055046
Malawi,Africa,1980,700,44.417,6239898
Malawi,Africa,1981,646,44.793,6409111
Malawi,Africa,1982,633,45.161,6567327
Malawi,Africa,1983,640,45.51,6741249
Malawi,Africa,1984,649,45.833,6967388
Malawi,Africa,1985,679,46.129,7268257
Malawi,Africa,1986,657,46.399,7661008
Malawi,Africa,1987,636,46.643,8128340
Malawi,Africa,1988,611,46.861,8616602
Malawi,Africa,1989,606,47.043,9051225
Malawi,Africa,1990,603,47.17,9380892
Malawi,Africa,1991,630,47.219,9583696
Malawi,Africa,1992,563,47.182,9681728
Malawi,Africa,1993,608,47.067,9721620
Malawi,Africa,1994,555,46.89,9772164
Malawi,Africa,1995,653,46.671,9883350
Malawi,Africa,1996,685,46.431,10070605
Malawi,Africa,1997,692,46.209,10319125
Malawi,Africa,1998,696,46.044,10612353
Malawi,Africa,1999,706,45.971,10922265
Malawi,Africa,2000,714,46.04,11228756
Malawi,Africa,2001,668,46.292,11529337
Malawi,Africa,2002,665,46.729,11833102
Malawi,Africa,2003,675,47.338,12144945
Malawi,Africa,2004,692,48.1,12472794
Malawi,Africa,2005,691,48.982,12822587
Malawi,Africa,2006,686,49.94,13195329
Malawi,Africa,2007,730,50.92,13589404
Malawi,Africa,2008,769,51.868,14005113
Malawi,Africa,2009,815,52.75,14442290
Malawi,Africa,2010,844,53.536,14900841
Malawi,Africa,2011,856,54.213,15380888
Malawi,Africa,2012,848,54.798,15882815
Malaysia,Asia,1950,1940,53.486,6109907
Malaysia,Asia,1951,1792,53.816,6261928
Malaysia,Asia,1952,1831,54.472,6433126
Malaysia,Asia,1953,1792,55.122,6618149
Malaysia,Asia,1954,1855,55.765,6813133
Malaysia,Asia,1955,1817,56.402,7015713
Malaysia,Asia,1956,1873,57.032,7225097
Malaysia,Asia,1957,1810,57.654,7441991
Malaysia,Asia,1958,1758,58.269,7668339
Malaysia,Asia,1959,1826,58.873,7906924
Malaysia,Asia,1960,1904,59.465,8160113
Malaysia,Asia,1961,1981,60.043,8428536
Malaysia,Asia,1962,2037,60.605,8709925
Malaysia,Asia,1963,2077,61.147,8998621
Malaysia,Asia,1964,2150,61.671,9286976
Malaysia,Asia,1965,2245,62.175,9569499
Malaysia,Asia,1966,2298,62.66,9844029
Malaysia,Asia,1967,2278,63.128,10112042
Malaysia,Asia,1968,2417,63.581,10376210
Malaysia,Asia,1969,2496,64.02,10640883
Malaysia,Asia,1970,2587,64.446,10909353
Malaysia,Asia,1971,2713,64.858,11182967
Malaysia,Asia,1972,2849,65.258,11461117
Malaysia,Asia,1973,3186,65.645,11742976
Malaysia,Asia,1974,3345,66.021,12027040
Malaysia,Asia,1975,3296,66.385,12312736
Malaysia,Asia,1976,3622,66.739,12600292
Malaysia,Asia,1977,3828,67.081,12891897
Malaysia,Asia,1978,4070,67.414,13191366
Malaysia,Asia,1979,4301,67.737,13503629
Malaysia,Asia,1980,4551,68.051,13832586
Malaysia,Asia,1981,4758,68.357,14178739
Malaysia,Asia,1982,4920,68.654,14542156
Malaysia,Asia,1983,5097,68.943,14925545
Malaysia,Asia,1984,5360,69.224,15331937
Malaysia,Asia,1985,5173,69.497,15762856
Malaysia,Asia,1986,5108,69.763,16220169
Malaysia,Asia,1987,5250,70.02,16701745
Malaysia,Asia,1988,5578,70.269,17200067
Malaysia,Asia,1989,5961,70.511,17704839
Malaysia,Asia,1990,6386,70.746,18208562
Malaysia,Asia,1991,6838,70.974,18707774
Malaysia,Asia,1992,7278,71.197,19204087
Malaysia,Asia,1993,7815,71.415,19701263
Malaysia,Asia,1994,8343,71.628,20205446
Malaysia,Asia,1995,8962,71.836,20720810
Malaysia,Asia,1996,9645,72.04,21247102
Malaysia,Asia,1997,10133,72.24,21781499
Malaysia,Asia,1998,9192,72.435,22322448
Malaysia,Asia,1999,9554,72.625,22867698
Malaysia,Asia,2000,10161,72.81,23414909
Malaysia,Asia,2001,9995,72.989,23964621
Malaysia,Asia,2002,10207,73.162,24515323
Malaysia,Asia,2003,10598,73.329,25060184
Malaysia,Asia,2004,11120,73.491,25590453
Malaysia,Asia,2005,11466,73.652,26100241
Malaysia,Asia,2006,11946,73.811,26586287
Malaysia,Asia,2007,12533,73.973,27051142
Malaysia,Asia,2008,12970,74.138,27502008
Malaysia,Asia,2009,12527,74.306,27949395
Malaysia,Asia,2010,13185,74.479,28401017
Malaysia,Asia,2011,13676,74.656,28859154
Malaysia,Asia,2012,14202,74.836,29321798
Maldives,Asia,1950,457,32.647,79293
Maldives,Asia,1951,467,32.719,78614
Maldives,Asia,1952,477,32.887,77940
Maldives,Asia,1953,487,33.099,77273
Maldives,Asia,1954,498,33.355,78684
Maldives,Asia,1955,508,33.656,79642
Maldives,Asia,1956,519,34.003,81492
Maldives,Asia,1957,531,34.399,83454
Maldives,Asia,1958,542,34.847,85523
Maldives,Asia,1959,554,35.353,87716
Maldives,Asia,1960,566,35.925,90050
Maldives,Asia,1961,578,36.568,92526
Maldives,Asia,1962,590,37.283,95115
Maldives,Asia,1963,603,38.068,97757
Maldives,Asia,1964,616,38.911,100370
Maldives,Asia,1965,629,39.793,102909
Maldives,Asia,1966,643,40.694,105325
Maldives,Asia,1967,656,41.595,107659
Maldives,Asia,1968,671,42.479,110056
Maldives,Asia,1969,685,43.334,112714
Maldives,Asia,1970,700,44.153,115772
Maldives,Asia,1971,719,44.934,119308
Maldives,Asia,1972,719,45.69,123266
Maldives,Asia,1973,713,46.435,127491
Maldives,Asia,1974,735,47.179,131752
Maldives,Asia,1975,659,47.938,135895
Maldives,Asia,1976,645,48.731,139851
Maldives,Asia,1977,698,49.564,143701
Maldives,Asia,1978,778,50.438,147623
Maldives,Asia,1979,837,51.35,151872
Maldives,Asia,1980,964,52.285,156626
Maldives,Asia,1981,1046,53.222,161931
Maldives,Asia,1982,985,54.142,167708
Maldives,Asia,1983,1112,55.028,173861
Maldives,Asia,1984,1370,55.877,180238
Maldives,Asia,1985,1500,56.69,186720
Maldives,Asia,1986,1589,57.477,193275
Maldives,Asia,1987,1674,58.256,199898
Maldives,Asia,1988,1762,59.04,206522
Maldives,Asia,1989,1864,59.834,213067
Maldives,Asia,1990,2100,60.637,219474
Maldives,Asia,1991,2193,61.443,225709
Maldives,Asia,1992,2262,62.246,231756
Maldives,Asia,1993,2334,63.044,237606
Maldives,Asia,1994,2424,63.843,243256
Maldives,Asia,1995,2534,64.656,248712
Maldives,Asia,1996,2696,65.502,253960
Maldives,Asia,1997,2946,66.39,259002
Maldives,Asia,1998,3159,67.322,263867
Maldives,Asia,1999,3345,68.289,268600
Maldives,Asia,2000,3434,69.279,273236
Maldives,Asia,2001,3488,70.275,277791
Maldives,Asia,2002,3644,71.252,282266
Maldives,Asia,2003,3920,72.188,286665
Maldives,Asia,2004,4297,73.066,290988
Maldives,Asia,2005,4017,73.871,295240
Maldives,Asia,2006,4720,74.593,299419
Maldives,Asia,2007,5117,75.238,303539
Maldives,Asia,2008,5654,75.813,307632
Maldives,Asia,2009,5359,76.324,311739
Maldives,Asia,2010,5642,76.779,315885
Maldives,Asia,2011,5940,77.188,320081
Maldives,Asia,2012,6046,77.564,324313
Mali,Africa,1950,438,26.408,4637633
Mali,Africa,1951,445,26.563,4693573
Mali,Africa,1952,452,26.856,4750451
Mali,Africa,1953,460,27.117,4808476
Mali,Africa,1954,467,27.345,4867776
Mali,Africa,1955,475,27.54,4928400
Mali,Africa,1956,482,27.705,4990311
Mali,Africa,1957,490,27.844,5053392
Mali,Africa,1958,498,27.964,5117468
Mali,Africa,1959,507,28.077,5182338
Mali,Africa,1960,511,28.199,5247877
Mali,Africa,1961,504,28.345,5314146
Mali,Africa,1962,496,28.534,5381485
Mali,Africa,1963,519,28.781,5450558
Mali,Africa,1964,532,29.097,5522231
Mali,Africa,1965,528,29.488,5597238
Mali,Africa,1966,539,29.959,5675700
Mali,Africa,1967,545,30.496,5757783
Mali,Africa,1968,553,31.086,5844286
Mali,Africa,1969,538,31.72,5936162
Mali,Africa,1970,559,32.388,6034022
Mali,Africa,1971,566,33.078,6138428
Mali,Africa,1972,581,33.782,6249101
Mali,Africa,1973,554,34.493,6364760
Mali,Africa,1974,528,35.205,6483570
Mali,Africa,1975,588,35.918,6604259
Mali,Africa,1976,652,36.636,6725776
Mali,Africa,1977,686,37.364,6848536
Mali,Africa,1978,659,38.106,6974443
Mali,Africa,1979,806,38.861,7106248
Mali,Africa,1980,701,39.628,7245598
Mali,Africa,1981,667,40.408,7394730
Mali,Africa,1982,618,41.196,7552338
Mali,Africa,1983,635,41.981,7712392
Mali,Africa,1984,651,42.753,7866571
Mali,Africa,1985,655,43.498,8009705
Mali,Africa,1986,684,44.204,8139016
Mali,Africa,1987,684,44.864,8258615
Mali,Africa,1988,671,45.467,8378673
Mali,Africa,1989,725,46.007,8513337
Mali,Africa,1990,716,46.469,8672868
Mali,Africa,1991,696,46.84,8861362
Mali,Africa,1992,739,47.127,9076261
Mali,Africa,1993,707,47.345,9313042
Mali,Africa,1994,710,47.514,9564231
Mali,Africa,1995,743,47.665,9824510
Mali,Africa,1996,758,47.831,10092753
Mali,Africa,1997,790,48.04,10371338
Mali,Africa,1998,810,48.309,10662517
Mali,Africa,1999,844,48.65,10969725
Mali,Africa,2000,855,49.061,11295324
Mali,Africa,2001,935,49.53,11639798
Mali,Africa,2002,951,50.03,12001887
Mali,Africa,2003,995,50.538,12380104
Mali,Africa,2004,993,51.042,12772264
Mali,Africa,2005,1027,51.533,13176642
Mali,Africa,2006,1048,52.006,13592796
Mali,Africa,2007,1060,52.467,14020786
Mali,Africa,2008,1078,52.918,14459990
Mali,Africa,2009,1093,53.358,14909813
Mali,Africa,2010,1122,53.788,15369809
Mali,Africa,2011,1117,54.208,15839538
Mali,Africa,2012,1071,54.622,16318897
Malta,Europe,1950,2102,65.57,311997
Malta,Europe,1951,2121,65.622,312918
Malta,Europe,1952,2141,65.738,313514
Malta,Europe,1953,2160,65.883,313903
Malta,Europe,1954,2179,66.054,314164
Malta,Europe,1955,2199,66.253,314341
Malta,Europe,1956,2219,66.478,314436
Malta,Europe,1957,2239,66.728,314412
Malta,Europe,1958,2259,67.001,314204
Malta,Europe,1959,2280,67.293,313725
Malta,Europe,1960,2301,67.598,312905
Malta,Europe,1961,2326,67.911,311724
Malta,Europe,1962,2251,68.225,310249
Malta,Europe,1963,2255,68.536,308639
Malta,Europe,1964,2302,68.839,307119
Malta,Europe,1965,2452,69.132,305851
Malta,Europe,1966,2704,69.417,304939
Malta,Europe,1967,2879,69.695,304369
Malta,Europe,1968,3159,69.971,304047
Malta,Europe,1969,3350,70.245,303822
Malta,Europe,1970,3765,70.515,303607
Malta,Europe,1971,3886,70.782,303338
Malta,Europe,1972,4129,71.045,303123
Malta,Europe,1973,4531,71.304,303243
Malta,Europe,1974,4953,71.558,304083
Malta,Europe,1975,5854,71.809,305898
Malta,Europe,1976,6726,72.057,308788
Malta,Europe,1977,7349,72.302,312621
Malta,Europe,1978,7940,72.545,317130
Malta,Europe,1979,8587,72.786,321925
Malta,Europe,1980,9104,73.026,326709
Malta,Europe,1981,9402,73.264,331406
Malta,Europe,1982,9683,73.499,336046
Malta,Europe,1983,9752,73.733,340572
Malta,Europe,1984,10018,73.964,344944
Malta,Europe,1985,10477,74.192,349135
Malta,Europe,1986,10774,74.418,353069
Malta,Europe,1987,11105,74.642,356736
Malta,Europe,1988,11938,74.864,360256
Malta,Europe,1989,12806,75.083,363812
Malta,Europe,1990,13494,75.301,367524
Malta,Europe,1991,14216,75.516,371455
Malta,Europe,1992,14746,75.728,375533
Malta,Europe,1993,15257,75.939,379574
Malta,Europe,1994,15975,76.147,383314
Malta,Europe,1995,16780,76.353,386576
Malta,Europe,1996,17358,76.558,389277
Malta,Europe,1997,18048,76.761,391499
Malta,Europe,1998,18581,76.963,393429
Malta,Europe,1999,19173,77.164,395339
Malta,Europe,2000,20276,77.364,397420
Malta,Europe,2001,19797,77.561,399746
Malta,Europe,2002,20163,77.757,402244
Malta,Europe,2003,19967,77.95,404787
Malta,Europe,2004,19874,78.141,407183
Malta,Europe,2005,20410,78.329,409295
Malta,Europe,2006,20816,78.514,411084
Malta,Europe,2007,21515,78.695,412608
Malta,Europe,2008,22215,78.873,413946
Malta,Europe,2009,21457,79.05,415220
Malta,Europe,2010,22034,79.225,416515
Malta,Europe,2011,22311,79.399,417855
Malta,Europe,2012,22461,79.574,419212
Mauritania,Africa,1950,703,37.445,657182
Mauritania,Africa,1951,723,37.72,672223
Mauritania,Africa,1952,743,38.28,688526
